customer_id,Full_name,email,Age,Gender,Marital_Status,Family_Size,Dependent count,Occupation,Occupation type,Monthly_Income,KYC status,City,Kids_in_Household,App_Installed,Existing Customer,Credit score,Social_Media_Active
CUST0068,Priya Mehta,priya.mehta68@example.com,59,Female,Married,2,4,Pharmacist,Part-time,210799,N,Indore,3,Y,N,488,Y
CUST0069,Amit Kulkarni,amit.kulkarni69@example.com,31,Female,Single,0,4,Teacher,Full-time,125727,N,Chennai,0,N,N,579,N
CUST0070,Amit Reddy,amit.reddy70@example.com,45,Female,Married,0,1,Pharmacist,Full-time,54756,N,Lucknow,3,N,Y,588,Y
CUST0071,Pooja Joshi,pooja.joshi71@example.com,20,Female,Single,0,0,Civil Servant,Full-time,67174,N,Chennai,0,Y,N,507,N
CUST0072,Anjali Malhotra,anjali.malhotra72@example.com,22,Female,Married,2,2,Engineer,Full-time,26175,N,Ahmedabad,2,N,Y,562,N
CUST0073,Vikram Verma,vikram.verma73@example.com,20,Male,Single,1,4,Doctor,Full-time,65683,N,Jaipur,0,Y,Y,508,Y
CUST0074,Vikram Kapoor,vikram.kapoor74@example.com,57,Male,Married,0,1,Banker,Full-time,171777,Y,Jaipur,2,Y,N,607,Y
CUST0075,Sneha Reddy,sneha.reddy75@example.com,22,Female,Single,1,2,Architect,Part-time,32118,N,Lucknow,0,N,N,506,Y
CUST0076,Priya Reddy,priya.reddy76@example.com,57,Male,Married,2,3,Homemaker,Full-time,152843,Y,Patna,1,N,Y,659,Y
CUST0077,Rohit Iyer,rohit.iyer77@example.com,53,Male,Married,1,1,Doctor,Full-time,170602,Y,Mumbai,2,Y,Y,612,Y
CUST0078,Sneha Reddy,sneha.reddy78@example.com,57,Male,Single,3,1,Teacher,Full-time,181816,N,Jaipur,0,Y,N,656,N
CUST0079,Amit Patel,amit.patel79@example.com,49,Male,Married,2,0,Engineer,Full-time,162067,N,Hyderabad,0,N,N,627,N
CUST0080,Karan Banerjee,karan.banerjee80@example.com,48,Male,Married,3,2,Advocate,Full-time,112721,Y,Chandigarh,3,Y,N,480,N
CUST0081,Rahul Kapoor,rahul.kapoor81@example.com,59,Female,Single,0,0,Advocate,Part-time,46486,N,Patna,0,Y,Y,526,N
CUST0082,Riya Gupta,riya.gupta82@example.com,33,Male,Single,0,4,Homemaker,Part-time,47888,N,Pune,0,N,Y,537,N
CUST0083,Meera Sharma,meera.sharma83@example.com,53,Female,Single,1,2,Teacher,Full-time,89040,Y,Chandigarh,0,Y,Y,642,Y
CUST0084,Karan Sharma,karan.sharma84@example.com,59,Male,Single,2,3,Pharmacist,Full-time,106066,N,Kolkata,0,N,Y,669,N
CUST0085,Anjali Sinha,anjali.sinha85@example.com,43,Female,Single,0,4,Banker,Part-time,179312,Y,Bengaluru,0,Y,N,671,N
CUST0086,Priya Banerjee,priya.banerjee86@example.com,46,Male,Married,1,0,Architect,Part-time,247840,N,Jaipur,0,N,N,519,Y
CUST0087,Nikhil Gupta,nikhil.gupta87@example.com,52,Male,Married,1,3,Pharmacist,Part-time,240372,N,Patna,0,N,N,613,N
CUST0088,Amit Sharma,amit.sharma88@example.com,60,Male,Single,3,1,Architect,Full-time,164656,Y,Kochi,0,N,Y,505,N
CUST0089,Rahul Kulkarni,rahul.kulkarni89@example.com,27,Male,Married,0,3,Architect,Full-time,115560,Y,Ahmedabad,0,Y,Y,510,N
CUST0090,Neha Malhotra,neha.malhotra90@example.com,30,Female,Married,2,2,Banker,Full-time,77992,N,Delhi,2,Y,N,532,Y
CUST0091,Rohit Reddy,rohit.reddy91@example.com,24,Female,Married,2,0,Pharmacist,Part-time,69537,N,Delhi,2,Y,N,510,N
CUST0092,Vikram Nair,vikram.nair92@example.com,19,Female,Single,3,1,Civil Servant,Full-time,65324,N,Bengaluru,0,N,Y,586,N
CUST0093,Vikram Gupta,vikram.gupta93@example.com,36,Female,Single,1,4,IT Professional,Part-time,242639,Y,Kolkata,0,Y,Y,482,Y
CUST0094,Riya Reddy,riya.reddy94@example.com,50,Female,Married,2,2,Teacher,Full-time,213896,N,Jaipur,2,N,N,634,N
CUST0095,Rohit Kapoor,rohit.kapoor95@example.com,24,Male,Single,0,1,Homemaker,Part-time,61959,N,Ahmedabad,0,N,N,454,N
CUST0096,Meera Sinha,meera.sinha96@example.com,35,Female,Married,1,0,Pharmacist,Full-time,124822,N,Kochi,0,Y,Y,592,Y
CUST0097,Nikhil Iyer,nikhil.iyer97@example.com,43,Male,Single,1,4,Banker,Part-time,148079,Y,Chennai,0,Y,N,567,N
CUST0098,Meera Reddy,meera.reddy98@example.com,46,Male,Married,0,2,Architect,Part-time,56693,Y,Indore,2,N,Y,602,Y
CUST0099,Arjun Verma,arjun.verma99@example.com,58,Male,Married,0,4,Doctor,Full-time,54258,Y,Patna,1,N,N,577,Y
CUST0100,Kavya Joshi,kavya.joshi100@example.com,54,Female,Single,0,4,Banker,Full-time,215365,N,Jaipur,0,Y,Y,678,N
CUST0101,Anjali Kulkarni,anjali.kulkarni101@example.com,36,Female,Married,0,1,Civil Servant,Part-time,173270,Y,Patna,3,Y,N,511,Y
CUST0102,Pooja Nair,pooja.nair102@example.com,36,Female,Married,1,3,Engineer,Full-time,179768,Y,Hyderabad,1,Y,N,660,N
CUST0103,Suresh Verma,suresh.verma103@example.com,55,Male,Married,3,1,Banker,Full-time,166526,Y,Kochi,0,N,N,514,Y
CUST0104,Kavya Kulkarni,kavya.kulkarni104@example.com,47,Male,Single,3,2,Architect,Part-time,51387,Y,Delhi,0,N,Y,580,Y
CUST0105,Priya Kulkarni,priya.kulkarni105@example.com,30,Female,Single,1,4,Civil Servant,Part-time,28749,Y,Patna,0,N,N,568,Y
CUST0106,Sneha Sinha,sneha.sinha106@example.com,54,Male,Married,1,3,Pharmacist,Part-time,160757,N,Ahmedabad,1,Y,N,454,Y
CUST0107,Kavya Patel,kavya.patel107@example.com,22,Male,Married,1,3,Pharmacist,Full-time,50943,Y,Pune,3,Y,Y,512,N
CUST0108,Karan Gupta,karan.gupta108@example.com,54,Male,Single,0,1,IT Professional,Full-time,76893,N,Jaipur,0,Y,N,553,Y
CUST0109,Karan Malhotra,karan.malhotra109@example.com,19,Male,Single,0,3,IT Professional,Full-time,57648,Y,Bengaluru,0,Y,N,537,N
CUST0110,Karan Sharma,karan.sharma110@example.com,59,Male,Married,2,2,IT Professional,Full-time,99968,Y,Kolkata,1,N,N,626,Y
CUST0111,Karan Gupta,karan.gupta111@example.com,53,Male,Single,3,1,Engineer,Part-time,237483,N,Patna,0,Y,Y,467,N
CUST0112,Vikram Mehta,vikram.mehta112@example.com,52,Male,Single,3,3,Advocate,Full-time,217262,N,Kolkata,0,N,N,496,N
CUST0113,Meera Patel,meera.patel113@example.com,54,Female,Married,3,4,Pharmacist,Full-time,190545,Y,Indore,3,N,Y,608,Y
CUST0114,Anjali Sinha,anjali.sinha114@example.com,30,Female,Single,0,2,Doctor,Part-time,79371,Y,Ahmedabad,0,N,N,576,Y
CUST0115,Sneha Mehta,sneha.mehta115@example.com,38,Female,Single,3,4,Advocate,Full-time,109992,N,Patna,0,Y,N,646,Y
CUST0116,Sneha Patel,sneha.patel116@example.com,53,Male,Single,0,2,Teacher,Part-time,172584,N,Pune,0,Y,N,503,Y
CUST0117,Arjun Patel,arjun.patel117@example.com,36,Male,Single,1,3,Teacher,Part-time,208948,Y,Kolkata,0,Y,N,596,N
CUST0118,Pooja Malhotra,pooja.malhotra118@example.com,29,Male,Married,1,1,Banker,Part-time,82493,N,Kochi,1,N,N,587,Y
CUST0119,Meera Gupta,meera.gupta119@example.com,48,Male,Single,3,2,Banker,Part-time,161347,Y,Ahmedabad,0,Y,Y,576,N
CUST0120,Arjun Kapoor,arjun.kapoor120@example.com,21,Male,Married,2,2,Banker,Full-time,42638,Y,Kolkata,3,N,Y,558,N
CUST0121,Pooja Kapoor,pooja.kapoor121@example.com,59,Female,Single,2,0,Doctor,Part-time,33107,N,Ahmedabad,0,N,Y,584,N
CUST0122,Vikram Sinha,vikram.sinha122@example.com,49,Female,Married,3,3,Civil Servant,Full-time,153100,Y,Lucknow,3,Y,Y,622,Y
CUST0123,Rahul Mehta,rahul.mehta123@example.com,58,Male,Single,0,1,Civil Servant,Part-time,119773,Y,Mumbai,0,N,N,669,Y
CUST0124,Kavya Reddy,kavya.reddy124@example.com,44,Male,Single,1,0,IT Professional,Full-time,211088,Y,Jaipur,0,Y,Y,539,Y
CUST0125,Rahul Malhotra,rahul.malhotra125@example.com,28,Female,Single,3,2,Homemaker,Part-time,71301,Y,Kochi,0,N,N,510,N
CUST0126,Arjun Sharma,arjun.sharma126@example.com,19,Male,Single,0,2,Homemaker,Full-time,33537,Y,Chennai,0,Y,Y,512,Y
CUST0127,Vikram Gupta,vikram.gupta127@example.com,39,Male,Single,0,4,Homemaker,Part-time,214039,Y,Patna,0,Y,Y,550,N
CUST0128,Priya Das,priya.das128@example.com,41,Male,Married,1,3,Doctor,Part-time,116606,N,Indore,2,N,Y,584,Y
CUST0129,Sneha Nair,sneha.nair129@example.com,43,Male,Single,3,1,Civil Servant,Full-time,127325,Y,Kolkata,0,N,N,458,N
CUST0130,Riya Verma,riya.verma130@example.com,20,Female,Single,1,2,Pharmacist,Full-time,42228,Y,Patna,0,Y,Y,477,Y
CUST0131,Anjali Malhotra,anjali.malhotra131@example.com,29,Male,Married,0,1,Civil Servant,Full-time,80117,N,Lucknow,3,N,Y,477,Y
CUST0132,Riya Iyer,riya.iyer132@example.com,51,Male,Single,0,4,Engineer,Part-time,169722,N,Bhopal,0,Y,N,509,N
CUST0133,Nikhil Verma,nikhil.verma133@example.com,52,Male,Married,2,1,Civil Servant,Part-time,238539,N,Pune,2,N,N,635,N
CUST0134,Amit Patel,amit.patel134@example.com,33,Female,Single,1,1,Teacher,Part-time,114230,Y,Chennai,0,Y,Y,646,Y
CUST0135,Karan Sinha,karan.sinha135@example.com,36,Male,Married,2,4,Pharmacist,Part-time,60003,N,Jaipur,0,N,N,565,Y
CUST0136,Priya Joshi,priya.joshi136@example.com,49,Male,Married,0,4,Doctor,Full-time,79059,N,Chennai,2,N,Y,526,Y
CUST0137,Karan Kulkarni,karan.kulkarni137@example.com,56,Male,Married,1,4,Civil Servant,Full-time,151001,Y,Delhi,1,N,Y,519,Y
CUST0138,Riya Kapoor,riya.kapoor138@example.com,57,Male,Married,3,2,Homemaker,Part-time,231134,Y,Ahmedabad,2,Y,Y,577,N
CUST0139,Kavya Joshi,kavya.joshi139@example.com,19,Male,Single,1,0,Homemaker,Part-time,27516,N,Indore,0,N,N,453,N
CUST0140,Anjali Kulkarni,anjali.kulkarni140@example.com,43,Female,Married,3,1,Banker,Full-time,106418,N,Indore,3,N,Y,535,Y
CUST0141,Karan Patel,karan.patel141@example.com,52,Female,Married,2,0,Pharmacist,Full-time,211045,N,Mumbai,2,N,Y,481,N
CUST0142,Vikram Mehta,vikram.mehta142@example.com,43,Male,Single,0,2,IT Professional,Full-time,192877,N,Jaipur,0,Y,Y,590,N
CUST0143,Anjali Sinha,anjali.sinha143@example.com,24,Male,Married,1,0,Civil Servant,Part-time,67911,Y,Ahmedabad,0,Y,N,512,N
CUST0144,Kavya Joshi,kavya.joshi144@example.com,54,Female,Single,3,4,Civil Servant,Part-time,69786,N,Indore,0,Y,Y,591,N
CUST0145,Karan Nair,karan.nair145@example.com,44,Male,Single,2,0,Architect,Part-time,156364,N,Kolkata,0,N,N,534,N
CUST0146,Nikhil Joshi,nikhil.joshi146@example.com,22,Female,Single,3,3,Homemaker,Part-time,32549,N,Delhi,0,Y,Y,622,N
CUST0147,Suresh Nair,suresh.nair147@example.com,46,Male,Single,2,3,Pharmacist,Part-time,216424,N,Mumbai,0,Y,N,483,Y
CUST0148,Nikhil Mehta,nikhil.mehta148@example.com,23,Female,Married,2,4,Civil Servant,Full-time,47932,N,Ahmedabad,3,N,Y,635,N
CUST0149,Neha Iyer,neha.iyer149@example.com,56,Male,Single,1,3,Banker,Full-time,51711,N,Jaipur,0,N,Y,575,Y
CUST0150,Riya Verma,riya.verma150@example.com,55,Female,Married,0,4,IT Professional,Full-time,102812,Y,Chennai,0,Y,Y,491,N
CUST0151,Rahul Patel,rahul.patel151@example.com,26,Female,Married,3,1,Engineer,Full-time,65524,Y,Mumbai,0,Y,Y,594,N
CUST0152,Anjali Verma,anjali.verma152@example.com,19,Male,Single,2,2,Banker,Full-time,43914,Y,Delhi,0,Y,N,485,Y
CUST0153,Pooja Patel,pooja.patel153@example.com,60,Male,Married,0,4,Doctor,Full-time,34292,N,Mumbai,1,N,N,663,N
CUST0154,Sneha Joshi,sneha.joshi154@example.com,37,Female,Married,2,1,Teacher,Full-time,110707,Y,Bhopal,3,Y,N,590,Y
CUST0155,Neha Joshi,neha.joshi155@example.com,40,Female,Single,1,1,Teacher,Part-time,115478,N,Bhopal,0,Y,Y,511,Y
CUST0156,Pooja Verma,pooja.verma156@example.com,25,Male,Single,1,4,Homemaker,Part-time,58139,N,Indore,0,N,Y,528,Y
CUST0157,Neha Malhotra,neha.malhotra157@example.com,22,Male,Married,2,2,Engineer,Part-time,60477,N,Ahmedabad,0,N,Y,495,Y
CUST0158,Kavya Gupta,kavya.gupta158@example.com,51,Male,Married,3,0,Advocate,Full-time,128722,Y,Kolkata,3,Y,N,517,Y
CUST0159,Sneha Sharma,sneha.sharma159@example.com,29,Male,Married,2,3,Civil Servant,Full-time,85063,N,Lucknow,0,Y,Y,608,Y
CUST0160,Kavya Nair,kavya.nair160@example.com,18,Male,Single,0,4,IT Professional,Full-time,39902,Y,Bhopal,0,Y,N,468,N
CUST0161,Vikram Iyer,vikram.iyer161@example.com,46,Female,Single,0,4,Teacher,Full-time,62432,N,Lucknow,0,Y,N,658,Y
CUST0162,Rohit Sharma,rohit.sharma162@example.com,40,Female,Single,1,0,Doctor,Full-time,156519,N,Jaipur,0,N,Y,641,Y
CUST0163,Amit Verma,amit.verma163@example.com,19,Female,Single,2,3,IT Professional,Full-time,29980,Y,Mumbai,0,N,Y,594,N
CUST0164,Arjun Malhotra,arjun.malhotra164@example.com,55,Male,Single,3,0,Architect,Part-time,118772,Y,Bengaluru,0,Y,N,518,Y
CUST0165,Suresh Kulkarni,suresh.kulkarni165@example.com,53,Male,Married,2,0,Banker,Full-time,125611,N,Chennai,0,Y,Y,649,Y
CUST0166,Sneha Reddy,sneha.reddy166@example.com,36,Male,Single,1,2,Advocate,Full-time,61437,N,Bhopal,0,N,N,466,N
CUST0167,Meera Sharma,meera.sharma167@example.com,56,Female,Married,3,0,Advocate,Full-time,238375,Y,Jaipur,3,Y,N,608,Y
CUST0168,Meera Malhotra,meera.malhotra168@example.com,37,Male,Married,1,2,IT Professional,Part-time,92234,Y,Kochi,0,Y,Y,552,Y
CUST0169,Suresh Sinha,suresh.sinha169@example.com,42,Male,Single,1,3,Banker,Full-time,149357,N,Patna,0,N,Y,451,N
CUST0170,Kavya Sinha,kavya.sinha170@example.com,39,Female,Single,1,4,Civil Servant,Part-time,175311,Y,Jaipur,0,Y,N,594,Y
CUST0171,Rahul Kulkarni,rahul.kulkarni171@example.com,43,Female,Single,2,1,IT Professional,Full-time,72864,Y,Mumbai,0,N,Y,660,N
CUST0172,Arjun Nair,arjun.nair172@example.com,52,Female,Married,0,4,Architect,Part-time,154570,N,Lucknow,1,N,Y,558,N
CUST0173,Rahul Kapoor,rahul.kapoor173@example.com,44,Male,Single,1,3,Civil Servant,Part-time,118595,N,Bhopal,0,N,Y,451,N
CUST0174,Kavya Nair,kavya.nair174@example.com,55,Female,Single,3,3,Engineer,Part-time,172740,N,Mumbai,0,Y,Y,636,N
CUST0175,Meera Nair,meera.nair175@example.com,39,Female,Married,2,0,Engineer,Full-time,151393,N,Chandigarh,1,N,N,588,Y
CUST0176,Sneha Sinha,sneha.sinha176@example.com,55,Female,Single,3,0,Architect,Full-time,65224,N,Patna,0,Y,N,604,Y
CUST0177,Anjali Patel,anjali.patel177@example.com,50,Female,Single,1,4,Advocate,Part-time,158864,Y,Kolkata,0,N,Y,483,N
CUST0178,Rahul Malhotra,rahul.malhotra178@example.com,32,Female,Married,3,3,Engineer,Part-time,46690,N,Chandigarh,1,N,N,675,N
CUST0179,Pooja Kulkarni,pooja.kulkarni179@example.com,18,Female,Single,3,4,IT Professional,Part-time,30513,N,Jaipur,0,N,Y,468,Y
CUST0180,Vikram Iyer,vikram.iyer180@example.com,25,Male,Single,2,2,Civil Servant,Full-time,114195,N,Ahmedabad,0,N,Y,506,N
CUST0181,Kavya Gupta,kavya.gupta181@example.com,37,Female,Single,2,1,Banker,Full-time,65733,N,Chandigarh,0,Y,Y,639,Y
CUST0182,Meera Sinha,meera.sinha182@example.com,58,Male,Single,1,0,Engineer,Full-time,41262,N,Pune,0,N,N,679,N
CUST0183,Neha Sinha,neha.sinha183@example.com,37,Female,Single,3,0,IT Professional,Part-time,74847,Y,Bhopal,0,Y,Y,583,Y
CUST0184,Nikhil Kulkarni,nikhil.kulkarni184@example.com,55,Male,Married,1,1,Homemaker,Full-time,233617,Y,Jaipur,3,Y,Y,570,Y
CUST0185,Arjun Verma,arjun.verma185@example.com,59,Male,Married,1,4,Homemaker,Full-time,50389,N,Lucknow,2,Y,N,658,N
CUST0186,Pooja Kapoor,pooja.kapoor186@example.com,35,Male,Single,1,1,Homemaker,Full-time,33475,N,Bhopal,0,Y,Y,685,N
CUST0187,Neha Malhotra,neha.malhotra187@example.com,22,Male,Single,2,2,Homemaker,Part-time,62130,N,Chennai,0,Y,Y,505,N
CUST0188,Kavya Verma,kavya.verma188@example.com,47,Female,Married,0,0,Advocate,Full-time,114277,Y,Jaipur,1,N,Y,613,Y
CUST0189,Vikram Malhotra,vikram.malhotra189@example.com,37,Female,Married,2,1,Civil Servant,Part-time,148432,N,Hyderabad,0,N,Y,643,N
CUST0190,Anjali Kulkarni,anjali.kulkarni190@example.com,42,Male,Single,0,4,Engineer,Full-time,32887,Y,Ahmedabad,0,Y,Y,561,Y
